"x" "x.1"
-0.72755236 -0.24561999
-0.72749398 -0.24699062
-0.72743022 -0.24677666
-0.72738946 -0.21833498
-0.72729221 -0.21905602
-0.72725298 -0.24723943
-0.72706552 -0.21860874
-0.72703767 -0.21915607
-0.72703145 -0.21919757
-0.72694559 -0.24751768
-0.72690787 0.26112804
-0.72688955 -0.24776596
-0.72667584 -0.24766514
-0.72663345 -0.21941324
-0.72646926 -0.24817375
-0.72631109 -0.24828549
-0.72595501 0.27371613
-0.72594674 -0.24892935
-0.72499422 -0.21720455
-0.72481429 -0.24827361
-0.72387512 -0.26816857
-0.71670355 -0.28044126
-0.71576633 -0.26876984
-0.71506807 -0.28127743
-0.71310184 -0.23720456
-0.71124396 -0.28542753
-0.71003057 0.27318731
-0.70858827 -0.2710701
-0.70809594 -0.26108631
-0.70738719 -0.27306284
-0.70725373 -0.27362662
-0.70706717 -0.27428599
-0.70643026 -0.29114839
-0.70606964 -0.29177991
-0.70541374 -0.27627091
-0.70531877 0.25624133
-0.70447307 -0.29188225
-0.703505 -0.27827401
-0.70228788 0.27592653
-0.70205361 -0.280304
-0.70186774 -0.27507565
-0.70172276 -0.27585598
-0.70109176 -0.28183015
-0.70107779 -0.2760526
-0.70063573 -0.28267827
-0.70059963 -0.27528849
-0.70041726 -0.27718805
-0.69999944 -0.28043354
-0.6999963 -0.27748151
-0.69995955 -0.28375409
-0.69990023 -0.27669884
-0.69983334 -0.28060117
-0.69981498 -0.29788395
-0.69968844 -0.27934679
-0.69938116 -0.28082122
-0.69868261 -0.28126032
-0.69862342 -0.28555218
-0.69803423 -0.28540014
-0.69789085 -0.30041682
-0.69787654 -0.24744942
-0.69770738 -0.28632155
-0.69746307 -0.30101447
-0.69576691 -0.30251624
-0.69407208 -0.30428391
-0.69356751 0.27557143
-0.69219729 -0.30678117
-0.69205787 -0.29793674
-0.69196473 -0.30700146
-0.69179409 -0.30717127
-0.6917264 -0.30723526
-0.6914107 -0.30763795
-0.69134432 -0.30768092
-0.69127941 -0.30778754
-0.69123451 -0.30777825
-0.69119962 -0.30780473
-0.69098138 -0.30804296
-0.69085006 -0.3082279
-0.69034151 -0.30716031
-0.68977798 0.28836632
-0.68974316 0.29007475
-0.68859271 0.29211866
-0.68838341 -0.29623697
-0.68740345 0.29364334
-0.68721617 0.29407044
-0.6868788 0.29439719
-0.68663734 -0.27180032
-0.68395852 -0.31519089
-0.68293926 -0.31293548
-0.68205298 0.27457676
-0.68010859 -0.31921299
-0.67937642 0.28683901
-0.67905097 -0.27423486
-0.67862186 -0.32071611
-0.67808817 -0.28076395
-0.67765801 -0.32174967
-0.67712957 -0.32231063
-0.67669213 -0.3228152
-0.67658598 -0.32292385
-0.67645003 -0.32306946
-0.67625698 -0.32325673
-0.67604406 -0.32346678
-0.67598796 -0.32351269
-0.6759641 -0.32354237
-0.67578348 -0.32373341
-0.67567256 -0.32385829
-0.67491824 -0.32411292
-0.6746494 -0.32490294
-0.67109524 -0.29810744
-0.66991061 0.28955672
-0.66957885 0.28713754
-0.66881431 -0.31238594
-0.6685 0.29177949
-0.66841447 0.29560105
-0.66753989 -0.32511931
-0.66630525 0.29473917
-0.66576829 0.29574115
-0.66564527 -0.29166855
-0.66497693 0.29702155
-0.66440888 0.29829042
-0.66440861 0.29833198
-0.66439451 0.29801524
-0.66355972 -0.29675627
-0.66345067 -0.31999367
-0.66321303 -0.31991595
-0.66254966 -0.30055841
-0.6620396 -0.32219445
-0.66149276 -0.32276049
-0.66122808 -0.32315313
-0.66074623 -0.32342482
-0.66054794 -0.30665082
-0.66031703 -0.3237025
-0.66024761 -0.32303381
-0.66016927 -0.34062468
-0.66001692 -0.32374961
-0.65974513 -0.32497012
-0.65962669 -0.32509091
-0.65952604 -0.33749321
-0.65948078 -0.32496807
-0.65945194 -0.3216007
-0.65943941 -0.30679673
-0.65941609 -0.32545071
-0.65931728 -0.33075451
-0.65892999 -0.32581369
-0.65869801 -0.33171074
-0.65860422 -0.31110318
-0.65848773 -0.30635717
-0.65790586 -0.30810213
-0.65450129 -0.30483454
-0.65413962 -0.31258955
-0.65299072 -0.3142693
-0.65190949 -0.33647198
-0.65104302 -0.31698404
-0.65074577 -0.32262464
-0.65007823 -0.3110639
-0.64950599 0.33000842
-0.64941984 -0.31898732
-0.64923537 -0.31899903
-0.64841667 -0.31386851
-0.64824669 -0.35304603
-0.64773497 -0.31630224
-0.64731968 -0.3157657
-0.64726037 -0.31539938
-0.64723199 -0.32679384
-0.64682688 -0.31598521
-0.64636509 -0.31698342
-0.6459719 -0.31763562
-0.64586059 -0.34098798
-0.64580943 -0.31828956
-0.64502523 -0.31975564
-0.64472315 -0.31880389
-0.64393238 -0.34214172
-0.64316351 -0.32183175
-0.64274083 -0.34311794
-0.64202692 -0.35951458
-0.64012783 -0.34538847
-0.6384544 -0.3441513
-0.63793189 -0.3406566
-0.63767167 -0.33840809
-0.63726189 -0.3395366
-0.63668823 -0.33849195
-0.63445135 -0.33906145
-0.63369656 -0.33815227
-0.63354038 -0.33656855
-0.63258126 -0.33545044
-0.63105769 -0.335879
-0.63023817 -0.33709414
-0.62901512 -0.34826175
-0.62877641 -0.34143696
-0.62684468 0.35642204
-0.62621063 0.35627628
-0.62317314 -0.37735168
-0.62075623 -0.37914707
-0.62012582 -0.37398141
-0.61819318 -0.36666063
-0.61705843 -0.36793795
-0.61683663 -0.36844213
-0.61670109 -0.38573055
-0.61618319 -0.36900066
-0.61539807 -0.36964131
-0.61538999 -0.36934854
-0.61499744 -0.37992656
-0.61493758 -0.36995818
-0.61492045 -0.38046646
-0.61491026 -0.36984851
-0.61483081 -0.37026103
-0.61478594 -0.38019375
-0.61475451 -0.37032547
-0.61468166 -0.38024843
-0.61467483 -0.37038823
-0.61456784 -0.38040822
-0.61454698 -0.38040597
-0.61449667 -0.38044344
-0.6144435 -0.38049396
-0.61443738 -0.38061737
-0.61442789 -0.38064888
-0.61438157 -0.38065362
-0.61426093 -0.37079629
-0.6141814 -0.38079759
-0.61403917 -0.38135362
-0.61014881 -0.3827269
-0.61007588 -0.38275586
-0.6100555 -0.38271575
-0.60996925 -0.38290211
-0.60995091 -0.38289974
-0.60984099 -0.38257697
-0.6097797 -0.38308775
-0.60977592 -0.38326326
-0.60958268 -0.38352723
-0.60942156 -0.38356927
-0.60920063 -0.38430972
-0.60901565 -0.38393845
-0.60894842 -0.38400887
-0.60837087 -0.38224255
-0.60149026 -0.39383642
-0.60001031 -0.39974197
-0.59904875 -0.39542151
-0.59128564 -0.41220208
-0.59033403 -0.37990948
-0.58933492 -0.41429026
-0.58771761 -0.35850989
-0.58700647 -0.41670364
-0.58535841 -0.41288271
-0.5852838 -0.41073194
-0.58516268 -0.41243577
-0.58495729 -0.41884611
-0.58491051 -0.4125764
-0.5847564 -0.41330779
-0.5846587 -0.41290956
-0.58439303 -0.41936104
-0.58431989 -0.41351103
-0.58428327 -0.3488254
-0.5840595 -0.41418636
-0.5839267 -0.41364807
-0.58373242 -0.41411294
-0.58352724 -0.41448274
-0.58326874 -0.41476707
-0.58307856 -0.41493753
-0.58299085 -0.42023199
-0.5829564 -0.41519313
-0.58290704 -0.41500031
-0.5829002 -0.41538079
-0.58282365 -0.41532087
-0.58261715 -0.42061005
-0.58250515 -0.41562636
-0.58230514 -0.41598755
-0.58222787 -0.41607496
-0.58191581 -0.41654434
-0.58171783 -0.42132326
-0.58130311 -0.42174442
-0.58128223 -0.41741315
-0.58103711 -0.42231025
-0.58094689 -0.42242274
-0.58069712 -0.42053432
-0.58066095 -0.42257309
-0.58062329 -0.42300649
-0.57979369 -0.4212968
-0.57974862 -0.42217154
-0.57817875 -0.34973662
-0.57814941 -0.42592322
-0.5781225 -0.34996235
-0.57805995 -0.35056627
-0.57782385 -0.35010314
-0.57780848 -0.42627738
-0.57777093 -0.35110356
-0.57772171 -0.35011159
-0.57768574 -0.35019491
-0.57760254 -0.35019265
-0.57746589 -0.35060889
-0.5774644 -0.35042803
-0.57732218 -0.42678234
-0.57728949 -0.42681546
-0.57723748 -0.40401823
-0.5769329 -0.42718747
-0.57671229 -0.42741556
-0.57656571 -0.42756731
-0.57613411 -0.42801797
-0.57607779 -0.42807673
-0.57602951 -0.42812674
-0.57578313 -0.42838285
-0.57571253 -0.4284564
-0.57570853 -0.4284584
-0.57561548 -0.42855651
-0.57548199 -0.4286943
-0.57542382 -0.4287565
-0.57533902 -0.42884459
-0.57527089 -0.42891541
-0.57497437 -0.42922344
-0.57481612 -0.42937687
-0.57450252 -0.40713854
-0.57430849 -0.4297015
-0.57366803 -0.41260099
-0.57352004 -0.41209073
-0.57338646 -0.41224365
-0.57333505 -0.41197449
-0.57327086 -0.41210743
-0.5728249 -0.40863989
-0.57232884 -0.41262215
-0.57193116 -0.42592109
-0.57118531 -0.42939478
-0.5702752 -0.41421132
-0.56957978 -0.41609252
-0.56894564 -0.41677251
-0.56888696 -0.41707186
-0.56878904 -0.41688611
-0.56866111 -0.41603511
-0.56854292 -0.41564655
-0.56853239 -0.41702212
-0.56836981 -0.41682883
-0.56827257 -0.41606917
-0.56689379 -0.42072543
-0.56624264 -0.43194027
-0.56622087 -0.42697528
-0.56611013 -0.43828312
-0.56607644 -0.42690351
-0.56565411 -0.42748622
-0.5655723 -0.4275854
-0.56551797 -0.42750161
-0.56544899 -0.42765925
-0.56532456 -0.42780318
-0.56493821 -0.42823966
-0.56463183 -0.42830511
-0.56448873 -0.42876355
-0.5644864 -0.42832511
-0.5642645 -0.42867165
-0.56417333 -0.43217281
-0.56415146 -0.42859628
-0.56408094 -0.42879507
-0.56399563 -0.42894284
-0.56397311 -0.42886777
-0.56391396 -0.42915082
-0.56390138 -0.43447109
-0.56384361 -0.42920853
-0.56360098 -0.42928172
-0.56311636 -0.43311284
-0.56300319 -0.43347099
-0.56287321 -0.43361954
-0.56277024 -0.43037817
-0.5617669 -0.43012743
-0.56158783 -0.43494687
-0.56158519 -0.43454769
-0.56155205 -0.43459837
-0.56154361 -0.43599895
-0.56152319 -0.43443705
-0.56100923 -0.4349335
-0.56089208 -0.43497688
-0.56061863 -0.44370723
-0.5600535 -0.44184246
-0.55962324 -0.44201371
-0.55924305 -0.42811848
-0.55906505 -0.44260402
-0.55888681 -0.44258851
-0.55886107 -0.44276575
-0.55884132 -0.44292215
-0.55880378 -0.44298341
-0.55876381 -0.44292296
-0.55872691 -0.44303921
-0.55851943 -0.44343088
-0.55839322 -0.44297644
-0.55838931 -0.44333311
-0.55830642 -0.44322965
-0.55827044 -0.4436794
-0.55818652 -0.4433816
-0.5579167 -0.44641125
-0.55790592 -0.44228274
-0.55768901 -0.44455891
-0.55742065 -0.44512343
-0.55634204 -0.44800012
-0.55609814 -0.44851292
-0.55462336 -0.43205375
-0.5546186 -0.43135663
-0.55405964 -0.30908461
-0.55335148 -0.43287564
-0.55314679 -0.44774279
-0.55288356 -0.42323132
-0.55247118 -0.44866653
-0.55235462 -0.41352088
-0.55141858 -0.44939929
-0.55106329 -0.45397902
-0.55052436 -0.45032114
-0.55037021 -0.42059757
-0.55036444 -0.42759273
-0.54988411 -0.45116564
-0.54978308 -0.4513231
-0.54919993 -0.45111363
-0.54899194 -0.45180836
-0.54893407 -0.45224392
-0.54875877 -0.45249989
-0.54846298 -0.42898467
-0.54836905 -0.45301547
-0.54815925 -0.45326277
-0.54767168 -0.42999145
-0.54685884 -0.43105379
-0.54672465 -0.43124421
-0.54671715 -0.43119994
-0.54671226 -0.43120727
-0.54647681 -0.43164599
-0.54624972 -0.43166802
-0.54583286 -0.45814538
-0.54570265 -0.43272814
-0.54555047 -0.43219711
-0.54553805 -0.45926602
-0.54543228 -0.45934605
-0.54505907 -0.45073458
-0.54467991 -0.43287147
-0.54444236 -0.43330166
-0.54431913 -0.44292056
-0.54430965 -0.45678333
-0.54419774 -0.43343266
-0.54410358 -0.43048976
-0.54409199 -0.38929322
-0.54399111 -0.43379089
-0.54346338 -0.4353207
-0.54324313 -0.44400148
-0.54261097 -0.45909082
-0.54259223 -0.45808015
-0.54257827 -0.44415789
-0.54254617 -0.4628065
-0.54226067 -0.46300094
-0.54208082 -0.44470501
-0.5419509 -0.46347824
-0.54192434 -0.44728223
-0.54189224 -0.44522772
-0.54188025 -0.46307866
-0.54187616 -0.45976261
-0.54169112 -0.44539979
-0.54137227 -0.44492145
-0.54131406 -0.46011754
-0.54123395 -0.43765149
-0.54122839 -0.44410872
-0.54119785 -0.44745245
-0.5409142 -0.4453296
-0.54086546 -0.46464251
-0.54086478 -0.45224223
-0.54079224 -0.43908598
-0.54077042 -0.43869786
-0.54063018 -0.4391752
-0.54039449 -0.44582548
-0.54032511 -0.44723746
-0.54024116 -0.44664303
-0.54014894 -0.44591306
-0.53999855 -0.46555798
-0.53995588 -0.44753142
-0.53985279 -0.43982841
-0.53946098 -0.44060008
-0.53937363 -0.46349442
-0.53917669 -0.43986251
-0.53854781 -0.4410928
-0.53840427 -0.44220465
-0.53797427 -0.44180449
-0.53795073 -0.44214934
-0.53793408 -0.46717678
-0.53779351 -0.46786101
-0.53743615 -0.44089059
-0.53731587 -0.45765547
-0.53718838 -0.45710931
-0.53717273 -0.46556641
-0.53713173 -0.46855546
-0.53710455 -0.46440597
-0.53700498 -0.46597986
-0.53676042 -0.44244
-0.53666594 -0.46064075
-0.53656732 -0.46748793
-0.53650829 -0.46919277
-0.53621417 -0.46672444
-0.53617578 -0.46711257
-0.53611209 -0.46910576
-0.53610387 -0.36073577
-0.53596492 -0.46741584
-0.5355095 -0.46858585
-0.53542605 -0.46806374
-0.53531562 -0.45943713
-0.53512327 -0.43599991
-0.53511065 -0.46167616
-0.53487295 -0.47090449
-0.53444084 -0.4703734
-0.53437403 -0.47089745
-0.53430867 -0.47149457
-0.53412217 -0.39742768
-0.53409017 -0.47172153
-0.53373491 -0.47208935
-0.53330725 -0.4709591
-0.53309384 -0.46350936
-0.53294835 -0.47290776
-0.53280166 -0.47305964
-0.53276729 -0.47309476
-0.53254669 -0.47332678
-0.53246119 -0.4733786
-0.53203087 -0.4406647
-0.5318836 -0.47401358
-0.5316021 -0.44149631
-0.53151184 -0.47373391
-0.53147713 -0.46507766
-0.53117527 -0.46664721
-0.53109209 -0.46574271
-0.53064272 -0.4653681
-0.53056651 -0.46661039
-0.53052696 -0.44140439
-0.53051568 -0.46714544
-0.5299742 -0.47513622
-0.52996036 -0.44123342
-0.52978084 -0.44198892
-0.52971207 -0.4762481
-0.52964801 -0.47446789
-0.52961951 -0.47557924
-0.52937627 -0.47580404
-0.52929621 -0.47661501
-0.52923129 -0.47670416
-0.52884003 -0.4677435
-0.52820011 -0.44578524
-0.52796288 -0.43850338
-0.5263493 -0.44845779
-0.52523942 -0.44802229
-0.52509738 -0.44601547
-0.52506767 -0.44833392
-0.52462193 -0.44179941
-0.52409877 -0.44575508
-0.52294697 -0.48242943
-0.52273376 -0.48254721
-0.52268227 -0.48270536
-0.52258137 -0.48269407
-0.52245164 -0.48294794
-0.52242289 -0.48295555
-0.52225118 -0.48305512
-0.52221781 -0.48319171
-0.5220711 -0.48335329
-0.52202862 -0.48338895
-0.52171728 -0.48366143
-0.52163443 -0.48373048
-0.52159206 -0.48383081
-0.5215449 -0.48387866
-0.52154339 -0.48387135
-0.52112445 -0.48509613
-0.52040592 -0.48477286
-0.51964744 -0.48597448
-0.51711783 -0.48934893
-0.51688716 -0.47761797
-0.51518184 -0.45968001
-0.50572757 -0.49523814
-0.50441098 -0.48499275
-0.50425726 -0.48609389
-0.50383115 -0.49162311
-0.50375171 -0.48565627
-0.5034627 -0.48640068
-0.50343357 -0.4866953
-0.50340989 -0.49466388
-0.50337896 -0.49373839
-0.50295306 -0.4942346
-0.50289896 -0.49149448
-0.50286249 -0.4887641
-0.50282849 -0.48807654
-0.5028048 -0.48921177
-0.50262571 -0.49451444
-0.50257351 -0.49330412
-0.50252403 -0.4947058
-0.50247016 -0.48828356
-0.50234575 -0.49375248
-0.50221269 -0.49583099
-0.50212109 -0.49010287
-0.50203305 -0.48994494
-0.50190842 -0.49534091
-0.50178933 -0.49074613
-0.50175681 -0.50522658
-0.50173847 -0.49604496
-0.50167438 -0.48968476
-0.50166026 -0.49510429
-0.50161554 -0.4957091
-0.5015174 -0.49566483
-0.50151713 -0.4906858
-0.50137383 -0.49081858
-0.50136767 -0.49655784
-0.50115111 -0.49663167
-0.50100018 -0.49692883
-0.50079804 -0.49604447
-0.50066719 -0.49182414
-0.50011653 -0.49907135
-0.49952673 -0.49884027
-0.49916221 -0.49701586
-0.49895805 -0.49770778
-0.49861164 -0.50851522
-0.49821837 -0.50133635
-0.49799114 -0.50919054
-0.49767742 -0.49501882
-0.49722582 -0.50998147
-0.49707199 -0.50995353
-0.4968347 -0.51038502
-0.49613177 -0.50619728
-0.49611221 -0.51114788
-0.49609098 -0.51120614
-0.49576949 -0.50881796
-0.49576785 -0.51152224
-0.49555803 -0.51177187
-0.49532401 -0.51200914
-0.49453375 -0.50558194
-0.49421612 -0.50734818
-0.4936137 -0.50601701
-0.49342255 -0.51060908
-0.49307071 -0.49465552
-0.49271374 -0.51186776
-0.49249027 -0.51155601
-0.49242038 -0.51222755
-0.4918065 -0.49589155
-0.49175307 -0.51251149
-0.4914436 -0.51342163
-0.49091632 -0.51192816
-0.49082509 -0.49736488
-0.49063955 -0.51397372
-0.49041888 -0.50994631
-0.49001026 -0.49715507
-0.4899706 -0.51510088
-0.48993495 -0.51260299
-0.48983224 -0.51480309
-0.48978602 -0.51267053
-0.48961808 -0.51543293
-0.48946777 -0.51301967
-0.48931212 -0.50016435
-0.48906186 -0.51644383
-0.48900004 -0.49979763
-0.48898721 -0.51587988
-0.48896286 -0.49738731
-0.48881895 -0.49855827
-0.48844315 -0.48705651
-0.48821611 -0.50243313
-0.48818259 -0.51748825
-0.48803845 -0.5171683
-0.48799984 -0.49919734
-0.48794671 -0.49823894
-0.48790766 -0.51732081
-0.48772879 -0.49871412
-0.48744643 -0.51821475
-0.48730892 -0.51817946
-0.48724109 -0.49902282
-0.48682121 -0.52054118
-0.48657372 -0.49866699
-0.48637417 -0.49885143
-0.4863158 -0.49915695
